store_id,product_id,date,category,price,promotion_active,discount_percent,units_sold,inventory_level,day_of_week
26,1032,27-11-2025,Grocery,2233,Yes,10,21,31,Wednesday
24,1889,12-10-2025,Home,2590,No,0,17,166,Friday
26,1513,10-10-2025,Electronics,2883,No,0,10,401,Thursday
22,1556,06-08-2025,Personal Care,2426,Yes,0,39,76,Tuesday
34,1365,08-02-2025,Personal Care,2327,No,0,28,39,Sunday
29,1575,10-08-2025,Personal Care,511,Yes,5,13,428,Thursday
30,1762,04-05-2025,Home,2289,Yes,20,13,383,Tuesday
37,1943,19-11-2025,Personal Care,937,No,0,26,353,Friday
39,1074,04-05-2025,Clothing,123,Yes,5,29,389,Saturday
17,1192,24-04-2025,Electronics,1417,Yes,20,20,287,Monday
13,1649,16-01-2025,Electronics,284,No,0,18,37,Saturday
21,1650,28-02-2025,Personal Care,1989,No,0,16,432,Wednesday
25,1732,27-11-2025,Electronics,77,Yes,20,25,175,Thursday
38,1285,18-05-2025,Electronics,1751,No,0,20,355,Monday
25,1296,06-12-2025,Grocery,2812,Yes,0,20,148,Tuesday
32,1007,31-01-2025,Home,2645,No,0,35,498,Saturday
4,1119,15-01-2025,Clothing,2065,No,0,21,82,Friday
10,1965,30-10-2025,Personal Care,2544,No,0,29,305,Wednesday
29,1194,05-09-2025,Grocery,788,Yes,20,19,25,Thursday
15,1864,11-08-2025,Personal Care,369,Yes,5,35,117,Thursday
5,1151,21-05-2025,Electronics,1588,Yes,10,29,389,Monday
10,1088,31-12-2025,Grocery,2569,Yes,0,39,143,Saturday
38,1115,27-04-2025,Clothing,618,No,0,17,328,Sunday
5,1655,24-09-2025,Electronics,787,Yes,15,20,77,Thursday
10,1387,17-10-2025,Personal Care,339,Yes,20,35,425,Thursday
3,1629,15-01-2025,Electronics,444,No,0,19,22,Thursday
19,1554,26-05-2025,Electronics,1425,Yes,15,43,474,Sunday
46,1110,30-11-2025,Grocery,707,No,0,38,429,Saturday
49,1803,20-02-2025,Electronics,1130,No,0,20,172,Wednesday
49,1257,27-02-2025,Personal Care,2622,No,0,36,462,Sunday
38,1619,12-12-2025,Personal Care,544,No,0,38,463,Saturday
42,1276,19-10-2025,Electronics,2413,No,0,45,139,Sunday
9,1795,01-12-2025,Grocery,1113,No,0,10,274,Friday
13,1274,17-08-2025,Grocery,1828,No,0,29,126,Wednesday
35,1869,14-05-2025,Electronics,1125,Yes,10,29,279,Saturday
1,1704,02-01-2025,Clothing,1607,No,0,12,395,Monday
5,1441,29-04-2025,Home,2676,No,0,6,260,Friday
18,1325,14-10-2025,Home,778,No,0,31,458,Thursday
35,1701,12-11-2025,Electronics,1038,No,0,44,390,Saturday
44,1036,03-08-2025,Home,2734,Yes,5,16,335,Friday
42,1059,08-07-2025,Grocery,800,Yes,20,41,364,Saturday
44,1261,07-10-2025,Home,196,Yes,15,34,366,Sunday
31,1234,21-02-2025,Grocery,1574,Yes,0,16,348,Saturday
9,1095,04-11-2025,Clothing,2451,Yes,0,27,102,Friday
28,1567,22-11-2025,Personal Care,542,No,0,38,363,Saturday
29,1792,26-05-2025,Home,1036,Yes,30,29,296,Wednesday
31,1615,17-09-2025,Electronics,1968,Yes,0,21,245,Thursday
24,1621,06-07-2025,Grocery,2140,No,0,13,50,Friday
18,1403,16-12-2025,Home,1238,Yes,15,34,331,Friday
8,1047,25-12-2025,Home,1680,No,0,10,457,Wednesday
37,1433,20-02-2025,Personal Care,2234,Yes,30,20,97,Thursday
24,1393,19-04-2025,Grocery,993,Yes,15,27,352,Wednesday
9,1116,02-02-2025,Personal Care,63,Yes,15,18,92,Tuesday
39,1052,24-05-2025,Grocery,2815,Yes,5,17,190,Thursday
36,1038,29-11-2025,Clothing,1422,Yes,15,14,419,Monday
3,1933,04-11-2025,Electronics,1975,No,0,28,481,Sunday
14,1793,25-11-2025,Grocery,1976,No,0,31,174,Wednesday
4,1741,01-08-2025,Grocery,1767,Yes,15,28,336,Tuesday
35,1885,25-05-2025,Electronics,2114,Yes,5,38,452,Friday
49,1248,21-06-2025,Home,751,No,0,21,467,Tuesday
7,1236,27-03-2025,Electronics,2902,Yes,15,40,52,Monday
24,1203,07-07-2025,Grocery,1774,No,0,46,453,Saturday
6,1719,15-09-2025,Personal Care,771,Yes,20,17,330,Tuesday
27,1800,06-07-2025,Grocery,2175,No,0,28,228,Tuesday
36,1867,17-05-2025,Electronics,2701,No,0,27,200,Thursday
17,1393,10-06-2025,Personal Care,1227,No,0,17,368,Saturday
45,1145,22-11-2025,Personal Care,462,Yes,10,14,322,Thursday
15,1096,04-02-2025,Clothing,2628,Yes,20,50,150,Sunday
28,1825,22-05-2025,Clothing,2915,No,0,33,123,Sunday
32,1196,07-01-2025,Grocery,2014,Yes,5,26,347,Friday
1,1247,20-08-2025,Home,1767,Yes,0,50,425,Saturday
34,1431,12-08-2025,Clothing,2502,No,0,7,183,Wednesday
9,1349,18-11-2025,Grocery,1106,Yes,10,24,338,Sunday
40,1160,02-06-2025,Clothing,771,Yes,20,35,67,Tuesday
49,1464,26-11-2025,Grocery,2417,No,0,10,479,Wednesday
34,1542,30-07-2025,Personal Care,1987,Yes,10,17,362,Monday
48,1048,23-03-2025,Clothing,2971,No,0,24,67,Sunday
37,1587,23-05-2025,Personal Care,516,No,0,15,91,Thursday
32,1560,12-07-2025,Grocery,1408,Yes,10,7,431,Thursday
27,1336,23-09-2025,Electronics,916,Yes,10,28,156,Saturday
44,1476,24-02-2025,Personal Care,1803,No,0,3,41,Wednesday
1,1984,19-04-2025,Home,613,Yes,20,40,292,Friday
12,1719,10-09-2025,Personal Care,2616,Yes,15,46,442,Saturday
6,1931,03-01-2025,Home,904,Yes,10,21,104,Thursday
42,1867,02-10-2025,Clothing,572,No,0,23,66,Tuesday
30,1517,16-12-2025,Clothing,1840,No,0,23,33,Thursday
37,1367,17-01-2025,Personal Care,2371,Yes,5,25,43,Friday
2,1083,11-06-2025,Electronics,375,No,0,27,362,Tuesday
38,1703,12-11-2025,Home,1560,Yes,10,10,422,Tuesday
29,1783,28-04-2025,Electronics,1428,Yes,5,6,73,Wednesday
50,1092,04-06-2025,Grocery,391,Yes,5,36,213,Wednesday
7,1812,14-05-2025,Grocery,1901,No,0,35,201,Monday
22,1205,24-04-2025,Grocery,1270,No,0,15,291,Monday
38,1697,12-06-2025,Electronics,1929,No,0,9,482,Thursday
3,1051,31-05-2025,Clothing,408,No,0,47,463,Sunday
5,1421,05-05-2025,Home,1247,No,0,31,224,Monday
5,1793,27-01-2025,Clothing,2498,No,0,36,244,Tuesday
37,1551,28-05-2025,Clothing,1738,No,0,30,299,Wednesday
38,1503,12-07-2025,Grocery,118,No,0,26,365,Monday
11,1117,01-05-2025,Grocery,1155,Yes,0,34,171,Sunday
1,1454,01-10-2025,Personal Care,2018,Yes,30,34,470,Monday
42,1505,19-02-2025,Clothing,715,Yes,15,43,71,Thursday
44,1307,24-08-2025,Personal Care,1631,No,0,14,277,Thursday
4,1613,31-08-2025,Electronics,2421,Yes,20,44,294,Friday
10,1918,07-09-2025,Grocery,1587,Yes,20,26,104,Friday
22,1230,12-07-2025,Clothing,2646,No,0,5,439,Thursday
38,1957,24-12-2025,Personal Care,381,No,0,8,383,Thursday
11,1106,23-10-2025,Home,365,Yes,15,29,265,Tuesday
44,1513,26-02-2025,Electronics,1944,Yes,15,43,84,Wednesday
34,1445,09-03-2025,Personal Care,1416,No,0,35,230,Friday
15,1724,05-05-2025,Electronics,1325,Yes,30,54,484,Sunday
43,1301,08-06-2025,Grocery,1933,No,0,37,330,Saturday
43,1242,21-02-2025,Electronics,580,Yes,5,18,394,Sunday
18,1994,24-10-2025,Home,534,Yes,10,35,300,Monday
34,1617,05-12-2025,Clothing,574,No,0,22,412,Friday
15,1761,29-02-2025,Grocery,2668,Yes,5,17,151,Tuesday
37,1696,08-02-2025,Grocery,2922,No,0,36,454,Saturday
4,1915,26-10-2025,Home,228,No,0,36,51,Friday
24,1060,23-11-2025,Grocery,2816,Yes,30,48,182,Saturday
29,1452,14-12-2025,Personal Care,1601,No,0,14,256,Tuesday
15,1140,23-04-2025,Home,2982,Yes,5,16,21,Thursday
47,1314,10-11-2025,Electronics,2897,Yes,30,22,432,Monday
43,1055,14-12-2025,Personal Care,1501,Yes,10,29,347,Monday
30,1470,08-01-2025,Personal Care,265,No,0,9,330,Thursday
1,1660,14-06-2025,Personal Care,2566,Yes,20,12,207,Wednesday
50,1614,17-04-2025,Home,2063,No,0,7,323,Tuesday
21,1939,28-06-2025,Grocery,2647,No,0,40,382,Monday
45,1896,19-02-2025,Personal Care,2384,No,0,9,181,Wednesday
39,1522,04-08-2025,Clothing,1301,No,0,10,400,Monday
37,1543,03-06-2025,Electronics,237,No,0,27,338,Saturday
22,1500,25-09-2025,Personal Care,1378,Yes,20,27,174,Thursday
19,1974,24-12-2025,Personal Care,1139,No,0,27,53,Thursday
23,1133,06-05-2025,Grocery,596,No,0,8,399,Thursday
39,1474,09-03-2025,Home,2240,Yes,20,37,75,Friday
5,1752,08-12-2025,Grocery,1330,No,0,29,50,Thursday
39,1437,12-06-2025,Personal Care,1113,Yes,5,35,107,Wednesday
6,1614,24-10-2025,Grocery,907,No,0,37,481,Sunday
46,1739,26-09-2025,Personal Care,2025,Yes,20,23,372,Tuesday
29,1507,15-01-2025,Home,54,Yes,0,46,452,Sunday
1,1947,27-08-2025,Grocery,2917,No,0,40,40,Saturday
27,1527,26-09-2025,Clothing,1394,Yes,30,19,232,Wednesday
24,1209,07-04-2025,Grocery,1226,No,0,30,198,Monday
11,1928,26-01-2025,Personal Care,460,Yes,20,39,269,Monday
6,1226,10-01-2025,Electronics,1418,No,0,19,171,Wednesday
24,1561,09-06-2025,Clothing,167,Yes,15,34,317,Thursday
23,1623,13-11-2025,Personal Care,822,No,0,6,72,Thursday
44,1871,13-04-2025,Electronics,256,Yes,30,31,84,Tuesday
35,1504,27-01-2025,Clothing,1260,Yes,20,22,274,Monday
1,1901,30-06-2025,Grocery,935,Yes,5,18,171,Saturday
7,1367,30-09-2025,Clothing,1508,Yes,5,20,241,Tuesday
29,1842,04-03-2025,Electronics,279,Yes,15,34,70,Sunday
1,1557,10-10-2025,Home,2410,No,0,31,441,Sunday
15,1203,04-03-2025,Home,2247,Yes,30,42,249,Tuesday
27,1881,26-01-2025,Personal Care,1202,Yes,20,31,65,Friday
16,1174,02-02-2025,Home,544,Yes,30,35,454,Thursday
6,1354,06-11-2025,Home,2348,Yes,0,35,144,Tuesday
9,1024,31-10-2025,Clothing,1755,Yes,30,24,27,Tuesday
26,1502,24-09-2025,Grocery,2685,Yes,20,18,175,Thursday
12,1854,09-09-2025,Electronics,2640,Yes,30,52,475,Sunday
49,1469,30-08-2025,Home,1348,No,0,33,123,Monday
49,1197,19-05-2025,Clothing,605,No,0,23,160,Thursday
40,1149,11-10-2025,Personal Care,2576,Yes,30,43,474,Friday
31,1837,16-04-2025,Grocery,2241,Yes,10,33,256,Monday
8,1583,14-11-2025,Home,1599,No,0,8,278,Thursday
8,1520,10-02-2025,Home,644,No,0,13,388,Monday
29,1566,14-12-2025,Electronics,494,Yes,0,9,443,Monday
7,1864,10-03-2025,Personal Care,1181,Yes,0,32,122,Wednesday
36,1352,28-07-2025,Personal Care,322,No,0,18,101,Monday
27,1029,17-02-2025,Home,896,No,0,6,124,Tuesday
12,1629,12-04-2025,Personal Care,679,Yes,10,22,315,Wednesday
17,1761,13-12-2025,Electronics,1196,No,0,27,154,Sunday
17,1815,27-11-2025,Grocery,2303,No,0,6,106,Friday
16,1068,21-02-2025,Electronics,1321,Yes,0,20,318,Friday
1,1848,17-11-2025,Electronics,2802,Yes,15,31,159,Tuesday
7,1388,05-11-2025,Personal Care,2522,Yes,20,29,138,Friday
47,1893,25-04-2025,Grocery,1212,Yes,30,31,220,Sunday
36,1302,22-09-2025,Personal Care,1044,No,0,13,80,Thursday
39,1241,29-05-2025,Grocery,2315,Yes,30,46,107,Friday
2,1588,21-07-2025,Personal Care,2407,No,0,23,179,Monday
45,1233,15-12-2025,Clothing,1909,No,0,20,111,Sunday
34,1733,29-03-2025,Personal Care,881,Yes,5,17,358,Monday
19,1518,25-08-2025,Personal Care,2682,No,0,14,261,Friday
40,1275,08-10-2025,Electronics,2870,Yes,10,26,395,Monday
32,1752,08-10-2025,Electronics,1231,No,0,42,210,Sunday
40,1160,15-07-2025,Home,1508,Yes,20,30,273,Friday
50,1446,05-09-2025,Personal Care,406,Yes,0,19,182,Friday
18,1092,11-12-2025,Personal Care,2647,No,0,50,361,Sunday
48,1170,19-07-2025,Personal Care,2932,Yes,15,48,265,Saturday
10,1181,30-12-2025,Electronics,2590,No,0,6,172,Tuesday
1,1562,12-04-2025,Home,746,Yes,10,45,65,Saturday
24,1451,26-05-2025,Grocery,367,No,0,37,103,Sunday
37,1613,05-08-2025,Clothing,2562,No,0,5,438,Friday
38,1047,27-11-2025,Electronics,821,No,0,37,194,Friday
29,1237,16-04-2025,Home,2047,No,0,15,167,Thursday
30,1634,22-11-2025,Home,995,No,0,22,199,Friday
46,1343,03-07-2025,Clothing,2652,Yes,5,50,337,Saturday
39,1880,14-11-2025,Clothing,1829,No,0,31,274,Saturday
37,1147,24-09-2025,Personal Care,1617,No,0,32,221,Thursday
23,1126,08-01-2025,Personal Care,1830,Yes,5,11,400,Tuesday
32,1107,24-08-2025,Grocery,266,No,0,21,35,Sunday
26,1322,30-08-2025,Home,727,No,0,13,26,Saturday
31,1381,04-07-2025,Home,2577,Yes,20,24,74,Monday
15,1205,22-03-2025,Home,500,No,0,35,493,Thursday
6,1628,03-05-2025,Grocery,2041,No,0,8,138,Friday
15,1011,18-12-2025,Personal Care,817,No,0,11,278,Thursday
13,1521,16-11-2025,Electronics,1127,Yes,10,36,143,Thursday
8,1086,23-01-2025,Personal Care,1079,Yes,30,13,350,Monday
21,1150,24-08-2025,Personal Care,170,Yes,10,45,427,Sunday
45,1768,08-08-2025,Personal Care,2597,Yes,15,20,387,Friday
33,1228,04-04-2025,Personal Care,1066,Yes,0,10,459,Tuesday
28,1942,13-12-2025,Home,2349,No,0,28,165,Monday
26,1674,15-06-2025,Home,1109,Yes,15,15,224,Wednesday
15,1791,30-06-2025,Grocery,1348,Yes,20,34,448,Wednesday
30,1749,25-10-2025,Clothing,2022,No,0,24,282,Sunday
28,1731,16-12-2025,Personal Care,1702,Yes,5,39,183,Friday
32,1503,05-11-2025,Clothing,1791,No,0,21,302,Saturday
48,1363,20-03-2025,Personal Care,1270,No,0,10,324,Thursday
48,1025,10-03-2025,Personal Care,2628,Yes,15,26,133,Sunday
43,1174,24-01-2025,Personal Care,1288,No,0,36,392,Monday
50,1828,29-04-2025,Home,1968,Yes,15,40,139,Monday
34,1189,24-04-2025,Grocery,2131,Yes,20,42,329,Tuesday
30,1427,21-11-2025,Personal Care,819,No,0,46,288,Sunday
24,1901,12-04-2025,Grocery,2420,No,0,39,230,Thursday
16,1651,09-11-2025,Electronics,2876,Yes,20,27,72,Monday
16,1176,04-06-2025,Grocery,2300,No,0,32,330,Wednesday
29,1068,07-08-2025,Personal Care,616,No,0,37,259,Wednesday
29,1693,16-08-2025,Personal Care,2640,Yes,20,45,434,Saturday
27,1238,12-10-2025,Personal Care,2718,No,0,22,180,Tuesday
42,1487,02-10-2025,Electronics,1807,No,0,22,163,Monday
42,1901,20-03-2025,Grocery,357,Yes,30,22,163,Sunday
40,1853,01-04-2025,Personal Care,1271,No,0,48,500,Saturday
48,1296,05-12-2025,Electronics,437,No,0,26,135,Thursday
31,1959,13-07-2025,Grocery,1901,No,0,31,412,Monday
5,1613,07-07-2025,Home,2378,Yes,20,54,169,Saturday
49,1530,17-11-2025,Electronics,240,No,0,18,259,Tuesday
16,1477,23-01-2025,Clothing,2500,No,0,35,150,Friday
13,1121,18-07-2025,Grocery,2309,No,0,31,96,Saturday
9,1623,10-07-2025,Clothing,2671,No,0,40,397,Saturday
13,1974,09-08-2025,Home,1222,No,0,30,400,Sunday
25,1377,12-07-2025,Electronics,780,Yes,30,30,76,Tuesday
11,1409,04-12-2025,Grocery,1421,No,0,15,205,Tuesday
28,1945,15-04-2025,Grocery,1238,No,0,26,155,Saturday
29,1423,27-03-2025,Personal Care,2939,No,0,29,450,Wednesday
26,1637,03-07-2025,Grocery,1928,Yes,0,25,206,Friday
41,1082,16-03-2025,Clothing,2050,Yes,15,6,25,Thursday
16,1278,27-09-2025,Clothing,1012,Yes,15,46,315,Saturday
35,1759,09-12-2025,Grocery,1412,No,0,8,185,Tuesday
40,1051,17-11-2025,Electronics,1399,No,0,20,441,Saturday
19,1712,28-02-2025,Clothing,1592,No,0,31,139,Tuesday
6,1545,12-03-2025,Home,156,Yes,30,52,68,Saturday
33,1704,24-09-2025,Clothing,703,No,0,47,243,Sunday
25,1196,24-02-2025,Home,1582,No,0,12,34,Saturday
28,1557,10-03-2025,Clothing,2213,Yes,30,27,58,Thursday
29,1694,29-09-2025,Grocery,2513,Yes,15,37,73,Tuesday
31,1330,26-05-2025,Electronics,81,No,0,29,311,Monday
1,1374,31-01-2025,Grocery,1342,No,0,34,193,Thursday
44,1899,23-02-2025,Personal Care,1630,No,0,39,298,Monday
29,1670,11-12-2025,Electronics,1837,No,0,36,69,Saturday
4,1721,04-05-2025,Personal Care,2055,No,0,38,239,Tuesday
47,1526,18-09-2025,Home,730,No,0,26,413,Friday
2,1706,27-08-2025,Electronics,1608,No,0,43,406,Sunday
6,1902,03-12-2025,Grocery,1161,Yes,0,34,279,Friday
27,1917,01-04-2025,Clothing,2570,No,0,8,167,Friday
42,1962,02-04-2025,Home,858,No,0,29,284,Monday
11,1468,16-05-2025,Home,495,Yes,20,22,108,Thursday
43,1216,08-05-2025,Home,813,Yes,10,15,41,Saturday
48,1716,06-06-2025,Grocery,1919,Yes,0,34,352,Friday
8,1187,01-06-2025,Electronics,1210,Yes,30,14,371,Friday
47,1750,16-10-2025,Grocery,190,Yes,30,34,404,Monday
17,1083,16-07-2025,Electronics,2627,Yes,15,22,231,Monday
21,1979,19-01-2025,Electronics,1648,No,0,21,25,Sunday
30,1874,10-02-2025,Clothing,1587,Yes,15,12,157,Tuesday
33,1479,04-01-2025,Home,560,Yes,20,47,398,Saturday
38,1448,12-03-2025,Clothing,1736,No,0,36,111,Saturday
50,1029,01-06-2025,Personal Care,1846,No,0,37,469,Sunday
14,1872,20-05-2025,Clothing,1945,Yes,5,44,361,Saturday
5,1663,23-05-2025,Home,1233,Yes,10,20,48,Sunday
41,1014,02-07-2025,Home,148,No,0,28,264,Sunday
35,1072,07-09-2025,Personal Care,1836,Yes,5,34,34,Saturday
10,1584,04-09-2025,Clothing,1847,Yes,10,42,85,Tuesday
13,1621,10-08-2025,Clothing,1552,No,0,32,319,Saturday
41,1543,09-11-2025,Clothing,1584,Yes,20,43,278,Saturday
41,1141,06-03-2025,Electronics,1357,No,0,22,22,Wednesday
32,1348,10-07-2025,Clothing,436,No,0,39,409,Friday
20,1590,05-01-2025,Home,264,Yes,0,35,214,Sunday
29,1867,11-02-2025,Clothing,1306,No,0,28,305,Sunday
7,1694,12-11-2025,Grocery,1988,Yes,30,32,165,Monday
41,1937,28-09-2025,Clothing,2626,Yes,30,21,64,Thursday
5,1801,20-04-2025,Home,423,No,0,37,417,Monday
26,1442,23-07-2025,Clothing,2369,Yes,20,14,93,Friday
5,1105,30-08-2025,Home,2572,Yes,15,15,408,Monday
26,1151,28-06-2025,Electronics,949,Yes,20,22,314,Friday
48,1077,13-02-2025,Home,2338,No,0,26,26,Friday
13,1395,22-08-2025,Electronics,2616,No,0,28,49,Friday
26,1520,24-12-2025,Personal Care,109,No,0,13,55,Wednesday
26,1719,27-01-2025,Home,2447,Yes,15,37,318,Sunday
19,1984,17-11-2025,Grocery,2492,No,0,30,93,Tuesday
5,1652,21-08-2025,Electronics,439,No,0,41,133,Saturday
41,1645,14-03-2025,Personal Care,2554,Yes,15,24,111,Friday
35,1711,08-03-2025,Clothing,947,Yes,20,10,118,Tuesday
40,1518,16-11-2025,Clothing,2922,Yes,10,42,368,Friday
17,1058,25-05-2025,Personal Care,2315,Yes,15,13,142,Thursday
10,1462,14-09-2025,Personal Care,1964,Yes,30,28,468,Tuesday
12,1316,04-02-2025,Electronics,2458,Yes,15,31,216,Thursday
21,1237,27-08-2025,Electronics,2017,Yes,0,35,249,Friday
50,1116,29-06-2025,Electronics,2096,No,0,36,200,Sunday
28,1116,29-05-2025,Grocery,577,No,0,31,433,Tuesday
39,1536,02-03-2025,Clothing,1081,No,0,17,274,Sunday
39,1830,04-12-2025,Personal Care,2886,No,0,35,399,Monday
13,1063,13-09-2025,Personal Care,1919,No,0,20,290,Wednesday
1,1327,16-04-2025,Electronics,1326,Yes,30,52,207,Saturday
23,1114,19-12-2025,Home,2586,No,0,45,274,Saturday
33,1642,16-09-2025,Clothing,1396,Yes,20,19,335,Thursday
5,1217,20-01-2025,Electronics,2882,No,0,45,153,Sunday
38,1896,02-12-2025,Grocery,1595,Yes,20,23,268,Tuesday
49,1498,30-05-2025,Personal Care,322,Yes,10,8,86,Friday
34,1096,16-11-2025,Clothing,1304,No,0,16,483,Tuesday
19,1265,13-12-2025,Personal Care,1176,No,0,16,173,Monday
6,1395,16-12-2025,Home,2553,No,0,8,209,Tuesday
6,1547,04-12-2025,Grocery,919,Yes,20,27,37,Wednesday
4,1519,12-02-2025,Electronics,146,No,0,37,95,Thursday
37,1302,03-12-2025,Personal Care,2282,Yes,15,28,38,Sunday
6,1062,09-06-2025,Electronics,262,Yes,0,10,319,Wednesday
1,1660,04-02-2025,Personal Care,1747,No,0,9,314,Tuesday
44,1140,27-04-2025,Home,569,No,0,24,116,Sunday
42,1007,02-08-2025,Personal Care,917,Yes,20,31,134,Monday
4,1112,24-12-2025,Grocery,567,Yes,10,37,136,Friday
34,1095,29-01-2025,Clothing,2592,No,0,38,85,Monday
22,1777,28-06-2025,Personal Care,1894,No,0,40,354,Sunday
14,1029,08-04-2025,Clothing,906,Yes,30,13,423,Wednesday
40,1833,23-04-2025,Home,1772,No,0,43,448,Saturday
47,1258,13-02-2025,Home,934,No,0,33,444,Thursday
22,1028,11-04-2025,Clothing,911,No,0,6,75,Wednesday
17,1695,02-04-2025,Electronics,2410,No,0,15,40,Tuesday
21,1580,17-09-2025,Home,2861,Yes,5,1,38,Tuesday
12,1438,16-06-2025,Grocery,779,Yes,0,21,48,Monday
37,1215,29-07-2025,Clothing,1366,No,0,5,333,Tuesday
20,1450,10-06-2025,Electronics,293,Yes,20,16,454,Wednesday
5,2000,24-10-2025,Electronics,1058,Yes,5,28,385,Wednesday
18,1883,01-04-2025,Personal Care,2212,Yes,15,39,298,Monday
14,1673,16-12-2025,Clothing,1041,Yes,0,7,333,Monday
32,1499,15-02-2025,Personal Care,2761,Yes,30,45,172,Wednesday
12,1940,27-06-2025,Clothing,2947,Yes,15,33,333,Sunday
31,1135,01-02-2025,Clothing,242,No,0,32,344,Monday
33,1386,11-10-2025,Clothing,1252,Yes,15,16,238,Friday
6,1814,14-05-2025,Personal Care,1717,No,0,38,465,Wednesday
9,1494,08-12-2025,Clothing,759,No,0,17,437,Friday
45,1320,08-07-2025,Clothing,2087,No,0,29,388,Friday
14,1158,11-01-2025,Grocery,977,Yes,20,38,90,Saturday
37,1448,17-02-2025,Grocery,1270,No,0,36,385,Sunday
41,1094,11-09-2025,Electronics,1837,No,0,35,257,Sunday
45,1772,26-10-2025,Personal Care,620,No,0,31,46,Wednesday
47,1417,01-02-2025,Home,922,No,0,10,395,Thursday
3,1549,15-04-2025,Clothing,481,Yes,10,12,68,Tuesday
29,1050,10-02-2025,Clothing,1507,Yes,30,21,85,Thursday
27,1268,24-10-2025,Grocery,2556,No,0,20,111,Friday
22,1086,09-08-2025,Clothing,2959,Yes,15,38,426,Sunday
44,1746,05-05-2025,Clothing,2120,Yes,10,28,304,Monday
25,1626,25-08-2025,Grocery,2600,Yes,5,41,182,Tuesday
40,1237,22-02-2025,Grocery,1642,No,0,40,444,Tuesday
40,1390,13-02-2025,Home,354,No,0,22,414,Wednesday
6,1982,17-06-2025,Grocery,2483,No,0,36,342,Sunday
6,1210,27-09-2025,Grocery,995,No,0,5,342,Wednesday
42,1818,15-12-2025,Electronics,725,No,0,44,100,Sunday
39,1991,01-12-2025,Grocery,1501,Yes,10,40,141,Saturday
18,1571,31-12-2025,Personal Care,169,No,0,24,37,Friday
25,1258,20-05-2025,Clothing,2901,Yes,15,31,295,Friday
33,1509,02-11-2025,Electronics,981,No,0,12,64,Thursday
3,1849,29-02-2025,Home,1712,Yes,20,37,40,Monday
14,1549,09-02-2025,Grocery,544,Yes,10,11,394,Thursday
36,1206,02-01-2025,Electronics,547,Yes,5,24,348,Sunday
21,1082,13-10-2025,Clothing,113,Yes,15,41,352,Thursday
37,1038,14-01-2025,Electronics,188,Yes,15,36,405,Friday
49,1907,24-04-2025,Grocery,1882,No,0,31,267,Thursday
1,1114,12-06-2025,Clothing,1858,Yes,15,24,67,Sunday
45,1116,26-05-2025,Home,895,Yes,30,13,356,Tuesday
34,1487,23-09-2025,Grocery,2304,No,0,49,59,Sunday
13,1190,29-06-2025,Electronics,1445,Yes,0,30,382,Saturday
14,1506,26-11-2025,Grocery,684,No,0,35,338,Tuesday
28,1937,16-02-2025,Home,544,No,0,40,378,Friday
21,1632,10-11-2025,Grocery,2689,No,0,11,429,Tuesday
21,1408,29-10-2025,Home,288,Yes,10,20,390,Saturday
3,1473,24-03-2025,Grocery,317,No,0,36,272,Sunday
31,1386,28-02-2025,Home,992,Yes,5,2,31,Wednesday
27,1784,08-08-2025,Grocery,2592,Yes,5,38,142,Saturday
17,1568,25-08-2025,Clothing,440,No,0,34,339,Thursday
13,1448,11-03-2025,Grocery,1697,No,0,29,443,Monday
45,1919,07-07-2025,Electronics,1162,Yes,15,37,329,Thursday
44,1597,15-04-2025,Clothing,1647,Yes,20,43,126,Thursday
29,1300,30-04-2025,Electronics,163,No,0,21,308,Thursday
30,1085,07-09-2025,Home,2110,No,0,28,84,Thursday
22,1545,16-02-2025,Electronics,163,No,0,30,414,Thursday
27,1854,09-09-2025,Home,1434,Yes,30,54,368,Saturday
14,1507,02-10-2025,Clothing,2114,No,0,8,323,Monday
42,1759,04-12-2025,Personal Care,2436,Yes,15,52,396,Sunday
13,1722,13-07-2025,Home,1487,Yes,0,44,323,Saturday
35,1517,21-10-2025,Grocery,2442,Yes,10,20,20,Sunday
37,1134,27-11-2025,Personal Care,1207,No,0,40,272,Wednesday
48,1643,10-10-2025,Clothing,1946,No,0,29,29,Wednesday
46,1932,14-01-2025,Personal Care,2764,Yes,10,41,58,Thursday
29,1335,09-06-2025,Personal Care,1663,No,0,9,486,Tuesday
23,1928,01-04-2025,Home,831,No,0,31,322,Friday
35,1646,24-07-2025,Clothing,1525,No,0,37,235,Thursday
46,1793,07-12-2025,Grocery,1101,No,0,9,246,Thursday
11,1564,01-06-2025,Clothing,439,No,0,21,233,Saturday
42,1039,27-11-2025,Personal Care,654,No,0,28,252,Friday
14,1009,11-11-2025,Grocery,762,No,0,10,223,Thursday
23,1298,01-04-2025,Grocery,316,Yes,30,49,86,Saturday
40,1484,12-07-2025,Personal Care,2540,No,0,16,294,Friday
8,1498,11-02-2025,Grocery,2112,No,0,32,174,Saturday
36,1503,27-08-2025,Personal Care,1904,Yes,30,29,62,Tuesday
24,1163,24-06-2025,Home,888,Yes,10,52,148,Sunday
16,1669,03-06-2025,Grocery,589,No,0,7,158,Friday
15,1973,12-08-2025,Grocery,2965,Yes,0,25,292,Tuesday
3,1361,12-05-2025,Electronics,1016,No,0,19,219,Wednesday
31,1899,28-08-2025,Grocery,1535,No,0,5,124,Wednesday
